34,3,205,354,41850,2036.3369,226234,0,1,9,1,0,0,1,8814,1,0,3,4,51,197,0
34,3,205,354,41850,2036.3369,226234,0,1,9,1,0,0,1,8814,1,0,1,4,51,197,0
34,3,205,354,41850,2024.1133,226234,0,1,9,1,0,0,1,8814,1,0,1,4,51,1509,0
34,3,205,354,41850,2036.3369,226234,0,1,9,1,0,0,1,8814,1,0,2,4,51,197,0
34,3,205,354,41850,2023.8275,226234,0,1,9,1,0,0,1,8814,1,0,1,4,51,1509,0
11,3,205,155,6802,2691.712,226323,0,0,9,6,2,0,1,8855,1,0,1,2,50,213,0
11,3,205,155,6802,2691.712,226323,0,0,9,6,1,0,1,8855,1,0,1,2,50,213,0
2,3,66,184,28561,2749.1213,226462,0,1,0,5,2,0,1,8814,1,0,2,4,51,197,0
2,3,66,311,52237,1702.046,226820,0,0,9,1,2,0,1,513,3,0,1,4,51,197,0
2,3,66,311,52237,1127.3894,226820,1,1,9,4,2,2,1,17520,3,0,1,2,50,682,0
2,3,66,311,52237,1127.233,226820,1,1,9,4,2,2,1,17520,3,0,1,2,50,682,0
2,3,66,346,31371,375.1152,226904,1,0,9,2,2,2,1,8834,1,0,2,2,50,355,0
2,3,66,346,31371,375.1152,226904,1,0,9,2,2,2,1,8834,1,0,1,2,50,355,0
2,3,66,348,47997,1553.0672,227351,0,1,9,8,2,0,1,8791,1,0,3,4,8,110,0
2,3,66,174,12051,105.8959,229419,1,0,3,2,2,0,1,24593,6,0,1,2,50,367,0
2,3,66,174,12051,105.8959,229419,1,0,3,2,2,0,1,9147,1,0,1,2,50,367,0
2,3,66,174,12051,105.8959,229419,1,0,2,2,2,0,1,24593,6,0,2,2,50,367,0
34,3,205,135,36086,1275.3556,231011,1,0,9,6,2,2,1,52512,3,0,2,2,50,368,0
34,3,205,135,36086,1275.3556,231011,1,0,9,6,2,2,1,52512,3,1,1,2,50,368,0
34,3,205,135,36086,1275.3556,231011,1,0,5,6,2,2,1,8278,1,0,1,2,50,368,0
34,3,205,135,36086,1275.3556,231011,1,0,5,6,2,2,1,8278,1,0,1,2,50,368,0
34,3,205,135,36086,1275.3556,231011,0,0,9,6,2,2,1,8278,1,0,2,2,50,368,0
26,0,215,646,51733,1292.8051,231977,1,1,1,4,3,0,1,8260,1,0,1,2,50,701,0
13,1,46,336,45240,4761.488,232708,0,1,9,5,2,0,1,8260,1,0,1,2,50,701,0
34,3,205,155,42000,2925.5285,233073,0,1,9,9,2,2,1,8857,1,0,4,2,50,214,0
2,3,66,462,49272,2682.76,235506,0,0,9,2,2,2,1,12548,5,0,2,2,50,212,0
2,3,66,462,49272,2682.76,235506,0,0,9,2,2,2,1,12548,5,1,1,2,50,212,0
2,3,66,332,11970,1448.4376,235811,0,0,2,3,2,4,1,13605,4,0,1,2,50,368,0
2,3,66,332,11970,1448.4376,235811,0,0,2,2,2,2,1,13605,4,0,1,2,50,368,0
2,3,66,332,11970,1448.4376,235811,0,0,2,2,2,2,1,13605,4,0,1,2,50,368,0
2,3,66,325,47264,224.1074,236473,0,0,0,1,2,0,1,8802,1,0,3,2,50,503,0
2,3,66,337,7463,2568.5685,236993,0,0,2,1,2,2,1,8834,1,0,1,2,50,355,0
2,3,66,174,24889,161.3512,236993,0,0,2,2,2,0,1,8832,1,0,1,2,50,627,0
2,3,66,174,25951,65.9694,237425,0,0,1,1,2,0,1,9147,1,0,1,2,50,367,0
2,3,66,462,33378,2694.8225,237531,1,1,1,3,1,3,1,8859,1,0,1,2,50,212,0
2,3,66,226,42300,1261.4375,237804,1,0,9,1,2,2,1,11624,6,0,1,2,50,666,0
11,3,205,354,25315,4656.1066,239294,0,1,5,6,2,1,1,669,3,0,2,2,50,212,0
11,3,205,354,25315,4655.992,239294,0,1,5,7,2,1,1,669,3,0,1,2,50,212,0
2,3,66,348,47997,1553.0672,241537,0,1,2,4,2,0,1,8791,1,0,1,4,8,110,0
2,3,66,189,38551,1995.1373,241983,0,1,9,8,2,2,1,11334,1,0,2,4,96,201,0
8,4,77,824,45466,5083.6434,245822,0,0,0,5,2,0,1,669,3,0,1,2,50,212,0
8,4,77,824,45466,5083.6745,245822,0,0,0,5,2,0,1,669,3,0,2,2,50,212,0
8,4,77,824,45466,5083.6745,245822,0,0,0,5,2,0,1,669,3,0,1,2,50,212,0
2,3,66,462,14703,2642.6212,247078,0,1,9,6,2,1,1,8791,1,0,1,4,8,110,0
2,3,66,462,14703,2642.6212,247078,0,1,2,6,2,1,1,12188,6,0,1,4,8,110,0
2,3,66,462,14703,2639.4119,247078,0,1,9,5,2,0,1,8791,1,0,1,4,8,110,0
11,3,205,343,37594,1498.577,247546,0,0,2,12,2,0,1,6336,3,0,1,2,50,682,0
2,3,66,220,48018,33.7757,250310,0,0,3,3,6,5,1,8268,1,0,1,2,50,682,0
2,3,66,318,31956,1942.6546,250391,1,1,9,7,2,0,1,12257,6,0,1,4,51,1509,0
2,3,66,337,47718,104.3477,250436,0,0,9,2,1,0,1,11569,1,0,1,2,50,623,0
2,3,66,467,36345,2194.8178,250923,0,0,9,2,2,2,1,8814,1,0,1,4,51,197,0
2,3,66,467,36345,2178.4215,250923,0,0,9,2,2,2,1,8814,1,0,2,4,51,1509,0
2,3,66,174,50,1738.6118,254183,1,0,2,2,2,0,1,8265,1,0,1,2,50,647,0
2,3,66,462,49272,2682.8646,255082,0,1,9,9,2,0,1,8859,1,0,1,2,50,212,0
2,3,66,462,49272,2682.7551,255082,0,1,9,9,2,0,1,8859,1,0,2,2,50,212,0
2,3,66,462,49272,2703.5564,255082,0,1,9,9,2,0,1,12183,6,0,7,2,50,636,0
2,3,66,462,49272,2703.5564,255082,0,1,9,8,2,0,1,12183,6,0,2,2,50,636,0
2,3,66,462,49272,2703.5564,255082,0,1,9,8,2,0,1,12183,6,1,1,2,50,636,0
2,3,66,220,2086,1040.7366,257437,0,1,2,2,2,0,1,8814,1,0,3,4,51,1509,0
2,3,66,321,47535,1317.1757,257938,0,1,1,3,2,0,1,8268,1,0,4,2,50,682,0
2,3,66,348,24551,959.4739,258130,1,1,9,3,2,0,1,17520,3,0,1,2,50,682,0
2,3,66,348,24551,959.4739,258130,0,1,9,0,2,0,1,17520,3,0,1,2,50,682,0
2,3,66,348,24551,1641.2969,258130,0,1,3,3,2,0,1,9600,1,0,1,4,32,1411,0
2,3,66,174,9821,2605.3891,261665,0,0,3,3,2,0,1,8859,1,0,1,2,50,212,0
2,3,66,294,37609,468.1872,262002,0,0,4,4,2,0,1,8265,1,0,1,2,50,647,0
2,3,66,348,3263,4749.4886,262824,0,0,2,4,2,0,1,8859,1,0,1,2,50,212,0
2,3,66,351,27554,1868.1554,263450,1,1,9,4,2,0,1,8810,1,0,2,4,8,1532,0
2,3,66,348,47997,1637.0594,263561,0,1,9,7,1,0,1,9600,1,0,1,4,32,1411,0
2,3,66,351,3562,307.9842,265162,0,0,9,4,1,0,1,11321,1,0,1,2,50,642,0
34,3,205,155,13951,2775.3857,265424,0,0,9,1,2,0,1,11353,1,0,1,2,50,699,0
2,3,66,153,20706,2984.5742,268156,0,1,0,7,1,0,1,8857,1,0,1,2,50,214,0
2,3,66,174,24103,2631.1138,268156,0,0,3,6,1,0,1,8857,1,0,2,2,50,214,0
2,3,66,174,27513,2691.0644,268156,0,1,9,5,1,0,1,8857,1,0,1,2,50,214,0
2,3,66,174,27513,2691.0644,268156,0,1,9,7,1,0,1,8857,1,0,1,2,50,214,0
2,3,66,174,9890,2086.3419,269817,0,0,2,7,1,0,1,8791,1,0,1,4,8,110,0
2,3,66,174,9890,304.534,269817,0,0,0,3,1,0,1,8834,1,0,1,2,50,355,0
26,0,215,646,51733,810.747,271467,0,1,9,2,2,1,1,12188,6,0,1,4,8,110,0
8,4,77,871,36643,4708.2695,272294,0,0,5,6,2,2,1,669,3,0,1,2,50,212,0
2,3,66,174,3810,2117.9757,274133,0,1,0,5,2,2,1,49090,6,1,1,2,50,685,0
26,0,215,646,51733,814.0309,275752,0,0,0,3,2,2,1,8791,1,0,1,4,8,110,0
11,3,205,155,13951,2770.8297,276608,0,0,5,1,2,0,1,8791,1,0,3,4,8,110,0
11,3,205,155,13951,2770.8297,276608,0,0,5,1,2,0,1,12439,5,0,2,4,8,110,0
2,3,66,447,33335,2975.5549,277322,0,1,9,3,2,0,1,12183,6,0,2,2,50,636,0
2,3,66,447,33335,2975.5549,277322,0,1,9,3,2,0,1,12183,6,0,2,2,50,636,0
2,3,66,447,33335,2975.5549,277322,0,1,9,2,2,0,1,12183,6,0,2,2,50,636,0
2,3,66,447,33335,3112.558,277322,0,1,9,1,2,0,1,12257,6,0,6,4,51,1509,0
2,3,66,447,33335,3112.558,277322,0,0,9,1,2,0,1,12257,6,0,1,4,51,1509,0
2,3,66,435,47480,812.1048,280835,0,0,0,3,2,0,1,12227,6,0,1,2,50,701,0
